date,plant,production_line,shift,vehicle_model,planned_production,actual_production,scrap_units,rework_units,downtime_minutes
2024-04-04,Plant-B,Line-3,Shift-B,SUV-A,489,373,45,39,101
2024-04-08,Plant-C,Line-3,Shift-B,Offroad-A,1143,860,2,35,47
2024-07-06,Plant-C,Line-1,Shift-B,Offroad-A,418,1158,49,27,27
2024-04-25,Plant-B,Line-2,Shift-A,Offroad-A,963,656,9,22,0
2024-07-09,Plant-B,Line-2,Shift-C,Utility-A,773,707,5,30,114
2024-09-09,Plant-C,Line-3,Shift-C,Utility-A,1185,719,33,10,71
2024-06-09,Plant-C,Line-2,Shift-C,Offroad-A,493,1072,30,19,40
2024-09-12,Plant-A,Line-1,Shift-C,SUV-B,431,520,42,31,22
2024-11-18,Plant-C,Line-2,Shift-C,Offroad-A,1062,930,49,16,83
2024-05-07,Plant-B,Line-1,Shift-A,SUV-A,539,571,45,37,31
2024-01-18,Plant-A,Line-1,Shift-C,Offroad-A,969,792,12,5,86
2024-10-07,Plant-B,Line-2,Shift-B,Offroad-A,420,502,38,0,6
2024-08-10,Plant-D,Line-1,Shift-C,Offroad-A,548,725,19,36,74
2024-02-23,Plant-A,Line-1,Shift-B,SUV-B,620,630,31,3,54
2024-02-27,Plant-B,Line-1,Shift-A,Offroad-A,1132,1062,9,30,71
2024-11-18,Plant-C,Line-1,Shift-A,Offroad-A,1153,568,25,10,42
2024-12-25,Plant-D,Line-3,Shift-B,Utility-A,618,965,18,16,13
2024-06-22,Plant-B,Line-2,Shift-C,Offroad-A,940,1160,28,6,13
2024-10-06,Plant-A,Line-3,Shift-A,SUV-A,958,1176,12,34,99
2024-04-23,Plant-B,Line-1,Shift-A,Utility-A,457,1171,33,1,115
2024-10-14,Plant-D,Line-2,Shift-A,SUV-B,824,835,19,39,40
2024-12-07,Plant-A,Line-1,Shift-C,Utility-A,674,859,43,36,103
2024-05-30,Plant-D,Line-2,Shift-B,SUV-B,539,684,39,36,110
2024-05-06,Plant-B,Line-3,Shift-B,SUV-B,422,1091,17,9,90
2024-06-03,Plant-C,Line-2,Shift-C,SUV-A,777,759,33,11,83
2024-09-29,Plant-C,Line-1,Shift-A,Offroad-A,772,403,47,16,101
2024-04-13,Plant-B,Line-2,Shift-C,SUV-A,462,1050,7,25,88
2024-10-25,Plant-B,Line-2,Shift-C,Utility-A,963,1083,15,4,111
2024-09-02,Plant-B,Line-3,Shift-B,SUV-B,1177,424,39,4,111
2024-06-24,Plant-A,Line-1,Shift-C,Utility-A,741,698,22,37,92
2024-02-08,Plant-D,Line-2,Shift-C,SUV-B,566,1033,31,26,13
2024-06-18,Plant-D,Line-3,Shift-A,Utility-A,550,742,12,4,27
2024-09-03,Plant-D,Line-2,Shift-A,SUV-B,922,903,25,7,29
2024-01-26,Plant-B,Line-1,Shift-B,SUV-A,1006,506,37,30,78
2024-12-20,Plant-D,Line-2,Shift-A,SUV-B,983,1196,0,32,53
2024-11-01,Plant-B,Line-2,Shift-C,Offroad-A,900,430,1,20,58
2024-01-13,Plant-A,Line-2,Shift-C,SUV-A,959,557,38,34,84
2024-11-11,Plant-C,Line-2,Shift-C,Offroad-A,747,1175,12,20,11
2024-11-08,Plant-B,Line-1,Shift-B,Utility-A,671,435,26,14,118
2024-02-05,Plant-B,Line-3,Shift-A,Utility-A,829,1093,3,35,113
2024-06-21,Plant-C,Line-3,Shift-C,SUV-B,1006,796,40,1,119
2024-01-20,Plant-C,Line-2,Shift-A,SUV-B,632,526,19,29,74
2024-11-16,Plant-A,Line-1,Shift-A,Utility-A,959,860,2,27,38
2024-09-20,Plant-D,Line-1,Shift-A,SUV-A,607,968,22,16,69
2024-05-21,Plant-B,Line-1,Shift-A,Offroad-A,852,488,1,19,66
2024-05-22,Plant-D,Line-1,Shift-B,Utility-A,1138,451,15,39,104
2024-04-01,Plant-B,Line-1,Shift-B,SUV-A,900,822,9,28,14
2024-12-19,Plant-A,Line-1,Shift-B,Offroad-A,988,1171,27,4,97
2024-11-17,Plant-C,Line-2,Shift-C,SUV-B,618,891,43,24,3
2024-10-14,Plant-A,Line-3,Shift-C,SUV-A,480,543,17,9,97
2024-08-02,Plant-C,Line-3,Shift-C,SUV-A,948,1182,1,18,101
2024-12-07,Plant-D,Line-2,Shift-B,Utility-A,1013,1105,13,0,43
2024-02-20,Plant-D,Line-3,Shift-A,Offroad-A,1102,835,43,33,38
2024-06-01,Plant-A,Line-1,Shift-B,Utility-A,940,663,19,13,104
2024-07-04,Plant-C,Line-1,Shift-C,SUV-B,1164,1046,39,24,69
2024-03-03,Plant-A,Line-3,Shift-C,SUV-B,650,1154,22,25,85
2024-07-08,Plant-C,Line-1,Shift-A,Offroad-A,1137,596,6,20,36
2024-05-04,Plant-C,Line-1,Shift-B,Offroad-A,1005,979,44,15,57
2024-05-29,Plant-D,Line-3,Shift-A,Offroad-A,814,787,46,9,31
2024-11-09,Plant-D,Line-2,Shift-B,Utility-A,485,422,13,31,27
2024-02-27,Plant-C,Line-3,Shift-C,Offroad-A,1021,418,36,19,89
2024-12-07,Plant-C,Line-3,Shift-A,Offroad-A,616,1103,7,8,3
2024-10-31,Plant-C,Line-3,Shift-A,Utility-A,595,501,49,33,9
2024-06-28,Plant-D,Line-3,Shift-B,SUV-B,696,1180,4,30,26
2024-06-18,Plant-D,Line-2,Shift-B,SUV-B,443,443,22,18,83
2024-11-21,Plant-B,Line-2,Shift-B,SUV-A,792,784,40,30,35
2024-09-27,Plant-C,Line-1,Shift-C,SUV-B,842,1132,9,29,4
2024-02-23,Plant-B,Line-1,Shift-B,Offroad-A,489,780,48,23,80
2024-04-10,Plant-C,Line-3,Shift-C,SUV-B,554,806,26,32,49
2024-09-20,Plant-D,Line-1,Shift-B,Utility-A,877,779,34,17,31
2024-02-22,Plant-B,Line-2,Shift-B,SUV-B,1020,578,0,20,98
2024-02-29,Plant-B,Line-1,Shift-C,SUV-B,458,379,6,30,22
2024-04-17,Plant-A,Line-1,Shift-B,SUV-A,509,974,46,38,76
2024-01-05,Plant-C,Line-1,Shift-C,SUV-A,878,684,7,3,60
2024-04-12,Plant-D,Line-3,Shift-C,Offroad-A,1017,1009,10,25,0
2024-07-14,Plant-A,Line-1,Shift-B,Utility-A,1132,918,33,32,30
2024-09-18,Plant-A,Line-2,Shift-B,Offroad-A,1174,526,27,32,18
2024-12-30,Plant-C,Line-2,Shift-A,Utility-A,993,1173,33,19,86
2024-12-15,Plant-A,Line-2,Shift-B,Utility-A,1183,917,42,7,53
2024-02-16,Plant-C,Line-2,Shift-A,SUV-A,448,758,19,35,33
2024-12-20,Plant-A,Line-1,Shift-B,SUV-B,776,1126,27,7,3
2024-11-06,Plant-C,Line-3,Shift-C,SUV-B,431,586,48,30,47
2024-11-03,Plant-D,Line-2,Shift-C,SUV-A,885,627,41,21,47
2024-05-23,Plant-C,Line-2,Shift-A,Offroad-A,1000,426,36,18,48
2024-09-25,Plant-C,Line-3,Shift-B,SUV-B,930,985,2,19,59
2024-05-03,Plant-B,Line-3,Shift-A,Offroad-A,402,889,8,22,116
2024-04-15,Plant-D,Line-2,Shift-B,SUV-B,777,1003,21,23,43
2024-06-06,Plant-D,Line-2,Shift-B,Offroad-A,971,507,24,23,33
2024-05-26,Plant-D,Line-3,Shift-C,Utility-A,641,516,1,35,93
2024-05-24,Plant-A,Line-2,Shift-A,Utility-A,940,534,22,8,55
2024-04-29,Plant-B,Line-2,Shift-C,SUV-B,986,738,16,39,73
2024-11-14,Plant-D,Line-1,Shift-C,Offroad-A,981,361,24,15,5
2024-10-01,Plant-A,Line-3,Shift-C,Offroad-A,994,518,11,26,75
2024-04-01,Plant-A,Line-1,Shift-A,Utility-A,756,1180,26,36,75
2024-02-27,Plant-A,Line-1,Shift-B,Offroad-A,1084,775,19,12,112
2024-12-11,Plant-B,Line-3,Shift-B,SUV-A,596,798,8,1,81
2024-08-16,Plant-A,Line-1,Shift-A,Offroad-A,818,843,22,11,35
2024-04-26,Plant-B,Line-2,Shift-B,Utility-A,1058,798,35,32,34
2024-11-13,Plant-C,Line-1,Shift-A,SUV-A,672,455,27,22,24
2024-10-05,Plant-A,Line-3,Shift-A,SUV-A,901,1115,49,13,48
2024-05-06,Plant-D,Line-2,Shift-B,Offroad-A,434,776,47,38,54
2024-05-08,Plant-A,Line-2,Shift-C,Utility-A,1024,447,28,29,40
2024-02-27,Plant-C,Line-2,Shift-A,Utility-A,860,980,41,33,56
2024-05-01,Plant-C,Line-2,Shift-A,Utility-A,1117,575,31,8,21
2024-01-01,Plant-A,Line-1,Shift-A,SUV-A,1069,796,11,14,93
2024-08-26,Plant-C,Line-1,Shift-A,Utility-A,652,1013,29,23,43
2024-10-16,Plant-B,Line-2,Shift-B,SUV-A,1033,825,10,24,28
2024-04-05,Plant-B,Line-3,Shift-B,SUV-A,911,552,36,35,70
2024-05-05,Plant-A,Line-2,Shift-A,SUV-B,447,1024,19,31,47
2024-04-27,Plant-B,Line-1,Shift-C,Offroad-A,584,646,10,20,103
2024-02-17,Plant-B,Line-2,Shift-B,Utility-A,890,983,47,38,2
2024-03-29,Plant-D,Line-1,Shift-C,SUV-A,672,365,46,5,84
2024-08-24,Plant-A,Line-2,Shift-C,Offroad-A,1012,727,37,24,44
2024-09-28,Plant-C,Line-3,Shift-A,SUV-A,926,685,44,1,19
2024-07-07,Plant-A,Line-2,Shift-B,Offroad-A,527,967,15,30,72
2024-07-10,Plant-B,Line-3,Shift-A,SUV-A,609,1123,34,29,104
2024-03-09,Plant-D,Line-3,Shift-A,Utility-A,1023,369,49,14,35
2024-10-04,Plant-A,Line-2,Shift-C,SUV-B,1181,789,0,17,59
2024-12-14,Plant-A,Line-3,Shift-C,SUV-B,541,593,24,31,77
2024-09-03,Plant-B,Line-3,Shift-C,SUV-B,572,593,48,13,17
2024-03-16,Plant-B,Line-1,Shift-A,SUV-A,1077,741,26,17,96
2024-06-02,Plant-A,Line-1,Shift-A,Offroad-A,846,1073,31,34,114
2024-05-23,Plant-B,Line-3,Shift-A,Utility-A,518,1085,5,21,65
2024-03-26,Plant-B,Line-2,Shift-A,Utility-A,1114,611,40,13,100
2024-07-03,Plant-B,Line-3,Shift-A,SUV-A,410,569,35,37,30
2024-10-11,Plant-B,Line-2,Shift-A,SUV-B,1160,357,38,13,85
2024-08-07,Plant-B,Line-1,Shift-A,SUV-A,703,795,22,33,109
2024-03-09,Plant-D,Line-2,Shift-A,Offroad-A,1159,363,28,21,8
2024-02-16,Plant-B,Line-3,Shift-B,SUV-B,553,736,29,15,19
2024-04-03,Plant-C,Line-3,Shift-B,SUV-A,722,991,21,15,19
2024-08-25,Plant-A,Line-3,Shift-B,Offroad-A,936,371,10,15,46
2024-07-22,Plant-D,Line-3,Shift-B,SUV-B,844,574,25,39,115
2024-08-05,Plant-D,Line-3,Shift-A,Utility-A,741,584,22,37,0
2024-12-06,Plant-B,Line-2,Shift-A,Offroad-A,620,690,2,17,93
2024-02-08,Plant-A,Line-3,Shift-C,Utility-A,509,1060,47,22,82
2024-04-09,Plant-C,Line-1,Shift-C,Offroad-A,809,483,5,39,99
2024-10-15,Plant-B,Line-3,Shift-B,SUV-B,817,527,6,17,13
2024-09-10,Plant-A,Line-2,Shift-C,SUV-A,1001,905,43,21,0
2024-08-09,Plant-B,Line-3,Shift-B,SUV-A,904,869,38,39,68
2024-12-22,Plant-B,Line-3,Shift-A,SUV-A,1176,1141,21,29,9
2024-01-23,Plant-B,Line-2,Shift-A,SUV-A,439,888,47,17,72
2024-09-06,Plant-B,Line-3,Shift-C,Offroad-A,908,786,49,17,48
2024-01-10,Plant-B,Line-2,Shift-A,SUV-A,858,400,41,0,13
2024-09-02,Plant-B,Line-3,Shift-A,SUV-A,662,792,32,14,59
2024-11-20,Plant-B,Line-1,Shift-B,Offroad-A,1069,930,39,4,102
2024-04-09,Plant-C,Line-3,Shift-C,Offroad-A,517,630,2,26,81
2024-10-16,Plant-D,Line-2,Shift-A,SUV-B,849,393,29,16,41
2024-06-28,Plant-C,Line-1,Shift-C,Offroad-A,1167,1036,47,31,58
2024-08-10,Plant-B,Line-2,Shift-A,Utility-A,813,980,23,37,24
2024-09-06,Plant-B,Line-3,Shift-B,SUV-B,1107,714,2,25,35
2024-05-26,Plant-C,Line-1,Shift-A,SUV-B,925,618,1,1,94
2024-04-05,Plant-C,Line-2,Shift-C,SUV-A,860,1042,43,27,109
2024-09-13,Plant-D,Line-1,Shift-C,SUV-A,517,914,39,22,34
2024-11-20,Plant-C,Line-1,Shift-B,Utility-A,616,642,18,19,90
2024-01-04,Plant-D,Line-2,Shift-A,SUV-A,1116,1052,23,35,118
2024-01-16,Plant-B,Line-1,Shift-B,Offroad-A,476,543,49,21,85
2024-10-06,Plant-A,Line-2,Shift-C,Offroad-A,820,720,19,10,10
2024-12-01,Plant-A,Line-1,Shift-B,SUV-A,571,901,46,27,9
2024-09-03,Plant-A,Line-1,Shift-A,SUV-A,789,427,48,21,7
2024-09-14,Plant-A,Line-1,Shift-A,Offroad-A,425,538,49,16,104
2024-06-08,Plant-B,Line-3,Shift-B,SUV-B,527,956,30,30,91
2024-12-05,Plant-A,Line-3,Shift-C,Utility-A,773,739,49,10,22
2024-05-31,Plant-C,Line-2,Shift-C,Utility-A,1053,374,40,35,5
2024-06-26,Plant-C,Line-1,Shift-B,SUV-B,423,964,30,13,77
2024-06-11,Plant-A,Line-2,Shift-A,Utility-A,869,651,36,34,87
2024-02-02,Plant-C,Line-3,Shift-A,SUV-A,1143,1020,42,22,63
2024-06-27,Plant-D,Line-3,Shift-A,SUV-A,822,707,28,28,72
2024-04-10,Plant-B,Line-3,Shift-A,SUV-A,576,1069,3,22,45
2024-09-24,Plant-A,Line-3,Shift-C,Utility-A,1146,443,9,35,103
2024-11-18,Plant-A,Line-2,Shift-A,SUV-B,937,1185,35,15,37
2024-03-05,Plant-B,Line-1,Shift-B,SUV-A,665,900,34,38,119
2024-06-16,Plant-C,Line-2,Shift-B,SUV-B,1028,685,47,19,24
2024-11-25,Plant-B,Line-1,Shift-B,Offroad-A,969,513,20,24,101
2024-02-12,Plant-B,Line-3,Shift-B,Offroad-A,669,690,42,18,93
2024-02-13,Plant-C,Line-1,Shift-A,Offroad-A,728,1183,40,25,85
2024-10-11,Plant-B,Line-3,Shift-C,Utility-A,854,916,0,31,1
2024-01-12,Plant-C,Line-2,Shift-A,Utility-A,694,421,41,20,88
2024-04-04,Plant-C,Line-1,Shift-C,SUV-A,521,391,11,8,23
2024-10-28,Plant-B,Line-2,Shift-A,Offroad-A,558,760,23,18,100
2024-09-09,Plant-D,Line-3,Shift-C,SUV-B,577,1187,1,20,66
2024-08-29,Plant-C,Line-2,Shift-B,Utility-A,1055,993,46,17,106
2024-02-04,Plant-B,Line-3,Shift-B,SUV-B,727,370,19,5,89
2024-08-02,Plant-C,Line-3,Shift-C,SUV-B,706,350,15,34,93
2024-12-02,Plant-D,Line-3,Shift-C,SUV-A,488,1027,33,13,92
2024-03-30,Plant-D,Line-2,Shift-C,SUV-A,1150,921,12,8,70
2024-09-20,Plant-A,Line-2,Shift-B,SUV-B,437,425,17,34,60
2024-04-02,Plant-C,Line-1,Shift-B,SUV-B,990,952,28,1,8
2024-03-30,Plant-C,Line-1,Shift-A,SUV-B,745,747,42,5,44
2024-04-24,Plant-B,Line-2,Shift-C,SUV-B,651,1068,13,34,93
2024-04-14,Plant-C,Line-2,Shift-C,Offroad-A,548,437,29,24,15
2024-07-14,Plant-A,Line-2,Shift-C,SUV-B,415,943,34,8,118
2024-11-09,Plant-D,Line-2,Shift-B,Utility-A,766,366,8,30,107
2024-04-23,Plant-D,Line-3,Shift-C,SUV-A,1180,678,36,6,103
2024-03-15,Plant-A,Line-3,Shift-C,Utility-A,517,559,45,27,13
2024-08-04,Plant-C,Line-3,Shift-B,SUV-A,1103,1173,38,1,25
2024-10-03,Plant-C,Line-2,Shift-C,SUV-A,716,732,11,0,45
2024-09-05,Plant-A,Line-3,Shift-A,SUV-A,687,914,20,36,100
2024-06-12,Plant-B,Line-3,Shift-B,Utility-A,750,989,17,23,57
2024-12-22,Plant-D,Line-1,Shift-B,SUV-A,696,495,10,34,73
2024-07-10,Plant-A,Line-1,Shift-B,SUV-B,593,802,26,6,29
2024-08-14,Plant-A,Line-3,Shift-A,SUV-B,791,1165,23,37,85
2024-06-25,Plant-C,Line-3,Shift-B,Offroad-A,842,742,40,28,55
2024-04-08,Plant-D,Line-3,Shift-B,Offroad-A,680,659,42,0,93
2024-02-05,Plant-C,Line-2,Shift-B,Offroad-A,700,841,49,29,31
2024-04-05,Plant-A,Line-1,Shift-B,SUV-B,825,1109,33,31,77
2024-05-31,Plant-B,Line-1,Shift-A,Utility-A,649,779,19,9,22
2024-05-30,Plant-D,Line-1,Shift-C,Offroad-A,1142,350,12,33,16
2024-07-08,Plant-A,Line-3,Shift-C,SUV-B,914,390,46,10,99
2024-08-11,Plant-A,Line-2,Shift-B,SUV-A,1085,934,7,36,92
2024-02-06,Plant-B,Line-1,Shift-A,Utility-A,1151,1021,36,26,23
2024-09-24,Plant-A,Line-1,Shift-B,Utility-A,805,561,4,9,46
2024-07-01,Plant-A,Line-2,Shift-C,SUV-B,1015,682,6,37,10
2024-01-13,Plant-D,Line-3,Shift-C,SUV-B,643,1157,43,21,40
2024-10-05,Plant-D,Line-3,Shift-A,SUV-A,1199,1000,11,23,14
2024-08-04,Plant-D,Line-1,Shift-C,SUV-A,766,795,40,7,85
2024-12-20,Plant-C,Line-1,Shift-B,SUV-A,1184,653,3,5,90
2024-12-26,Plant-B,Line-2,Shift-A,Utility-A,519,904,39,3,51
2024-10-12,Plant-D,Line-1,Shift-C,Utility-A,839,1040,18,4,33
2024-09-29,Plant-C,Line-2,Shift-B,Offroad-A,1170,1050,0,5,59
2024-03-02,Plant-C,Line-1,Shift-A,Offroad-A,903,1107,42,31,56
2024-03-24,Plant-B,Line-1,Shift-B,Offroad-A,981,1159,12,37,32
2024-08-04,Plant-B,Line-1,Shift-C,Utility-A,832,503,49,19,20
2024-12-07,Plant-A,Line-3,Shift-B,SUV-A,582,965,41,39,23
2024-07-05,Plant-C,Line-2,Shift-A,Offroad-A,860,872,44,35,19
2024-01-19,Plant-D,Line-2,Shift-B,SUV-A,1158,374,24,13,112
2024-06-25,Plant-B,Line-3,Shift-C,SUV-A,517,1157,43,18,67
2024-04-09,Plant-C,Line-3,Shift-A,SUV-A,430,374,44,10,100
2024-08-20,Plant-D,Line-3,Shift-A,Offroad-A,548,945,33,38,100
2024-03-16,Plant-C,Line-2,Shift-C,Offroad-A,927,455,34,0,59
2024-09-21,Plant-B,Line-1,Shift-B,SUV-A,672,1102,16,34,45
2024-10-10,Plant-A,Line-3,Shift-B,Offroad-A,784,468,25,18,32
2024-07-24,Plant-C,Line-3,Shift-C,SUV-B,501,457,20,32,30
2024-08-10,Plant-D,Line-3,Shift-A,Offroad-A,471,679,11,31,33
2024-02-21,Plant-B,Line-1,Shift-C,SUV-A,1104,529,15,35,21
2024-12-04,Plant-A,Line-1,Shift-A,SUV-A,1022,480,19,23,105
2024-05-23,Plant-D,Line-3,Shift-A,Utility-A,807,1156,9,6,29
2024-03-09,Plant-D,Line-1,Shift-B,Utility-A,746,952,22,6,4
2024-04-08,Plant-D,Line-3,Shift-C,SUV-A,766,1102,46,4,40
2024-01-25,Plant-C,Line-1,Shift-A,SUV-B,1188,1108,29,13,44
2024-02-22,Plant-B,Line-2,Shift-B,Utility-A,1017,517,7,25,86
2024-05-30,Plant-D,Line-2,Shift-C,SUV-A,948,572,4,0,60
2024-05-23,Plant-C,Line-1,Shift-C,Utility-A,690,818,11,12,116
2024-02-26,Plant-B,Line-2,Shift-A,Utility-A,821,627,41,22,12
2024-02-08,Plant-B,Line-2,Shift-A,SUV-A,580,539,13,19,8
2024-04-18,Plant-C,Line-2,Shift-A,Offroad-A,1054,880,11,6,77
2024-06-29,Plant-C,Line-3,Shift-C,SUV-B,513,875,23,5,80
2024-02-11,Plant-D,Line-1,Shift-A,Offroad-A,637,1104,44,8,34
2024-07-04,Plant-B,Line-1,Shift-C,SUV-A,493,970,16,27,17
2024-08-10,Plant-A,Line-1,Shift-B,SUV-A,659,539,0,9,11
2024-05-01,Plant-C,Line-2,Shift-C,SUV-B,506,567,41,34,118
2024-05-12,Plant-B,Line-3,Shift-A,SUV-A,643,648,36,6,40
2024-06-11,Plant-B,Line-1,Shift-C,Utility-A,822,660,10,24,15
2024-08-02,Plant-D,Line-2,Shift-A,SUV-B,734,585,41,29,93
2024-08-08,Plant-A,Line-3,Shift-B,Offroad-A,422,517,5,25,12
2024-08-22,Plant-D,Line-3,Shift-A,SUV-B,670,1129,14,11,17
2024-11-26,Plant-A,Line-1,Shift-A,Offroad-A,539,542,40,12,75
2024-05-25,Plant-A,Line-1,Shift-A,SUV-A,865,591,39,39,117
2024-08-26,Plant-C,Line-2,Shift-A,Offroad-A,853,511,22,3,97
2024-03-16,Plant-B,Line-1,Shift-A,Offroad-A,783,688,22,0,50
2024-01-09,Plant-B,Line-2,Shift-A,Offroad-A,993,1140,37,5,32
2024-03-14,Plant-B,Line-3,Shift-B,SUV-B,776,804,37,1,69
2024-09-09,Plant-A,Line-3,Shift-B,Utility-A,837,484,48,26,81
2024-08-17,Plant-B,Line-3,Shift-C,Offroad-A,821,542,11,17,66
2024-01-07,Plant-C,Line-3,Shift-A,SUV-B,555,751,6,28,53
2024-06-22,Plant-A,Line-1,Shift-C,SUV-B,734,741,36,32,5
2024-05-20,Plant-A,Line-1,Shift-B,Utility-A,930,950,15,2,35
2024-06-16,Plant-A,Line-2,Shift-B,SUV-B,980,391,37,19,112
2024-06-18,Plant-A,Line-2,Shift-A,SUV-A,531,442,39,3,54
2024-10-09,Plant-C,Line-2,Shift-A,SUV-A,1167,564,34,17,49
2024-05-01,Plant-B,Line-2,Shift-C,SUV-A,1120,698,39,7,85
2024-07-12,Plant-C,Line-2,Shift-B,Utility-A,900,862,28,21,70
2024-01-05,Plant-B,Line-3,Shift-C,SUV-B,921,684,38,21,93
2024-01-29,Plant-C,Line-3,Shift-C,SUV-A,539,748,16,18,65
2024-06-13,Plant-D,Line-3,Shift-C,Offroad-A,534,513,25,27,95
2024-12-04,Plant-D,Line-2,Shift-A,SUV-B,1166,455,19,1,14
2024-05-15,Plant-D,Line-3,Shift-B,SUV-A,806,581,45,8,21
2024-12-30,Plant-D,Line-3,Shift-C,SUV-B,1169,907,24,34,48
2024-11-16,Plant-A,Line-3,Shift-B,SUV-A,493,1066,37,21,37
2024-12-07,Plant-A,Line-3,Shift-B,Offroad-A,640,882,38,25,7
2024-05-24,Plant-C,Line-1,Shift-C,SUV-B,1148,526,36,33,7
2024-11-22,Plant-C,Line-2,Shift-C,SUV-A,564,1028,18,6,102
2024-08-04,Plant-D,Line-2,Shift-A,SUV-A,724,643,20,29,99
2024-10-27,Plant-B,Line-1,Shift-B,Offroad-A,1059,614,31,24,83
2024-05-11,Plant-D,Line-3,Shift-C,Offroad-A,617,1137,27,8,36
2024-10-18,Plant-C,Line-3,Shift-C,SUV-A,1019,869,38,26,71
2024-03-10,Plant-D,Line-3,Shift-B,SUV-A,630,619,40,0,77
2024-09-08,Plant-C,Line-2,Shift-C,Utility-A,981,1179,11,32,83
2024-10-01,Plant-D,Line-2,Shift-B,Utility-A,1132,561,46,7,98
2024-12-29,Plant-B,Line-2,Shift-C,SUV-B,985,512,14,31,24
2024-06-30,Plant-D,Line-2,Shift-B,SUV-B,578,1172,27,39,81
2024-06-15,Plant-B,Line-2,Shift-C,Utility-A,479,906,20,18,53
2024-03-31,Plant-B,Line-1,Shift-C,SUV-A,753,1094,15,35,110
2024-07-20,Plant-C,Line-2,Shift-A,Offroad-A,1070,402,22,21,20
2024-12-11,Plant-B,Line-3,Shift-B,SUV-B,1080,582,25,38,100
2024-01-19,Plant-A,Line-2,Shift-A,SUV-A,560,787,14,25,110
2024-02-08,Plant-A,Line-1,Shift-C,Offroad-A,826,1032,36,2,58
2024-05-05,Plant-A,Line-3,Shift-B,Offroad-A,802,867,11,8,30
2024-06-21,Plant-C,Line-1,Shift-B,SUV-A,431,393,3,34,5
2024-05-20,Plant-A,Line-3,Shift-C,SUV-A,520,952,34,6,41
2024-08-29,Plant-C,Line-2,Shift-C,SUV-B,1126,1057,30,14,118
2024-08-07,Plant-C,Line-1,Shift-C,Utility-A,914,865,26,3,51
2024-05-05,Plant-A,Line-3,Shift-C,SUV-A,784,982,31,36,46
2024-02-27,Plant-B,Line-2,Shift-B,Utility-A,1139,924,32,27,83
2024-05-27,Plant-D,Line-3,Shift-A,SUV-B,824,441,12,8,27
2024-11-12,Plant-C,Line-1,Shift-B,Utility-A,875,1108,36,34,104
2024-12-26,Plant-A,Line-1,Shift-B,Utility-A,959,1080,43,24,35
2024-01-01,Plant-C,Line-1,Shift-B,Offroad-A,566,787,1,8,39
2024-12-13,Plant-B,Line-1,Shift-B,SUV-B,788,686,37,32,89
2024-07-08,Plant-B,Line-2,Shift-C,SUV-A,732,1092,36,16,12
2024-07-09,Plant-A,Line-3,Shift-A,Utility-A,922,643,49,11,48
2024-11-07,Plant-C,Line-2,Shift-B,SUV-B,1149,1049,4,8,3
2024-04-26,Plant-D,Line-1,Shift-B,Offroad-A,1189,1169,17,4,97
2024-05-13,Plant-D,Line-3,Shift-A,Offroad-A,1152,1029,47,25,100
2024-02-27,Plant-C,Line-1,Shift-C,Utility-A,870,613,16,18,63
2024-02-13,Plant-C,Line-2,Shift-B,Utility-A,1103,454,1,34,97
2024-06-21,Plant-C,Line-2,Shift-C,SUV-A,923,573,48,1,79
2024-06-08,Plant-A,Line-2,Shift-B,SUV-B,452,768,41,6,22
2024-06-21,Plant-B,Line-3,Shift-B,SUV-A,966,464,34,8,57
2024-11-12,Plant-D,Line-3,Shift-A,SUV-A,420,584,13,21,86
2024-10-29,Plant-A,Line-1,Shift-A,Offroad-A,418,1133,11,32,14
2024-05-28,Plant-C,Line-3,Shift-C,SUV-B,855,623,32,15,88
2024-03-20,Plant-C,Line-3,Shift-B,SUV-A,721,579,6,23,92
2024-07-31,Plant-B,Line-2,Shift-C,Offroad-A,832,1078,38,7,99
2024-07-21,Plant-C,Line-1,Shift-A,Utility-A,458,383,44,29,78
2024-09-08,Plant-A,Line-2,Shift-A,SUV-A,550,737,8,25,100
2024-08-16,Plant-A,Line-1,Shift-A,Utility-A,1170,1058,4,34,98
2024-06-12,Plant-B,Line-1,Shift-A,SUV-B,839,850,3,16,45
2024-08-14,Plant-A,Line-3,Shift-A,SUV-A,457,811,31,37,38
2024-05-26,Plant-D,Line-2,Shift-C,Utility-A,1127,798,4,9,46
2024-01-20,Plant-A,Line-3,Shift-C,Utility-A,973,1178,43,16,36
2024-02-16,Plant-A,Line-3,Shift-A,SUV-B,1057,563,7,6,40
2024-08-20,Plant-A,Line-3,Shift-B,Offroad-A,1150,395,12,1,91
2024-10-31,Plant-D,Line-1,Shift-B,Offroad-A,692,754,3,10,44
2024-01-14,Plant-C,Line-2,Shift-B,SUV-A,581,682,10,2,29
2024-05-22,Plant-A,Line-2,Shift-B,Utility-A,1006,589,14,19,70
2024-01-01,Plant-B,Line-3,Shift-B,Offroad-A,477,603,45,12,67
2024-02-23,Plant-D,Line-1,Shift-A,SUV-A,1053,577,17,22,6
2024-09-15,Plant-B,Line-2,Shift-C,Utility-A,504,1082,19,16,96
2024-05-23,Plant-A,Line-2,Shift-A,SUV-A,660,515,0,28,46
2024-01-12,Plant-B,Line-3,Shift-B,SUV-B,1006,934,0,38,46
2024-11-25,Plant-A,Line-1,Shift-B,SUV-A,622,1086,10,31,81
2024-08-11,Plant-D,Line-3,Shift-C,SUV-B,883,860,28,34,78
