claim_date,vehicle_model,plant,supplier,part_name,failure_mode,claim_count,repair_cost,vehicle_age_months,region
2024-06-24,Offroad-A,Plant-B,Supplier-Alpha,Fender Cladding,Fitment Issue,3,13795,7,West
2024-03-20,Offroad-A,Plant-A,Supplier-Beta,Dashboard Panel,Noise,4,16417,20,West
2024-08-25,SUV-B,Plant-D,Supplier-Alpha,Wheel Arch Cladding,Noise,2,13206,10,South
2024-03-21,Utility-A,Plant-B,Supplier-Beta,Wheel Arch Cladding,Material Failure,6,6644,6,North
2024-07-15,SUV-A,Plant-C,Supplier-Gamma,Dashboard Panel,Noise,6,7583,13,South
2024-10-23,SUV-A,Plant-B,Supplier-Delta,Rear Bumper,Fitment Issue,5,2461,13,East
2024-10-17,SUV-B,Plant-A,Supplier-Alpha,Fender Cladding,Surface Damage,5,23891,8,South
2024-06-29,Offroad-A,Plant-B,Supplier-Alpha,Fender Cladding,Fitment Issue,3,8797,31,East
2024-02-23,Utility-A,Plant-B,Supplier-Beta,Wheel Arch Cladding,Material Failure,6,8208,17,East
2024-06-13,Offroad-A,Plant-A,Supplier-Beta,Front Bumper,Fitment Issue,6,7431,22,North
2024-01-18,Offroad-A,Plant-A,Supplier-Delta,Front Bumper,Fitment Issue,1,22384,18,East
2024-10-03,SUV-B,Plant-A,Supplier-Delta,Dashboard Panel,Noise,3,21655,5,East
2024-09-12,SUV-B,Plant-C,Supplier-Gamma,Dashboard Panel,Surface Damage,2,19754,9,West
2024-10-24,Utility-A,Plant-B,Supplier-Delta,Dashboard Panel,Crack,7,18096,17,South
2024-11-16,Offroad-A,Plant-C,Supplier-Alpha,Door Trim,Material Failure,3,4425,6,West
2024-05-15,SUV-A,Plant-C,Supplier-Alpha,Dashboard Panel,Material Failure,6,17709,5,South
2024-07-30,SUV-A,Plant-A,Supplier-Alpha,Rear Bumper,Fitment Issue,1,5475,31,West
2024-08-28,Offroad-A,Plant-D,Supplier-Beta,Rear Bumper,Noise,5,4437,3,West
2024-04-23,SUV-A,Plant-C,Supplier-Delta,Fender Cladding,Noise,4,14160,18,West
2024-12-22,Offroad-A,Plant-B,Supplier-Delta,Wheel Arch Cladding,Material Failure,5,22534,19,West
2024-11-12,Offroad-A,Plant-A,Supplier-Beta,Rear Bumper,Crack,7,21296,14,West
2024-07-15,Utility-A,Plant-C,Supplier-Alpha,Front Bumper,Crack,1,20961,19,West
2024-07-05,SUV-A,Plant-B,Supplier-Beta,Wheel Arch Cladding,Surface Damage,5,4834,18,West
2024-09-22,Utility-A,Plant-B,Supplier-Gamma,Fender Cladding,Fitment Issue,6,24660,4,West
2024-07-09,SUV-A,Plant-B,Supplier-Alpha,Dashboard Panel,Material Failure,3,12379,3,South
2024-09-19,SUV-B,Plant-C,Supplier-Alpha,Fender Cladding,Crack,3,16784,14,West
2024-02-04,Utility-A,Plant-A,Supplier-Gamma,Rear Bumper,Crack,3,4245,20,North
2024-12-12,SUV-A,Plant-A,Supplier-Alpha,Rear Bumper,Noise,7,7328,15,West
2024-02-11,SUV-A,Plant-D,Supplier-Alpha,Dashboard Panel,Surface Damage,3,10583,28,North
2024-07-31,SUV-A,Plant-B,Supplier-Delta,Door Trim,Material Failure,1,23966,12,South
2024-03-28,SUV-A,Plant-A,Supplier-Alpha,Dashboard Panel,Surface Damage,2,7947,3,West
2024-10-11,Offroad-A,Plant-D,Supplier-Alpha,Dashboard Panel,Crack,3,19499,5,North
2024-06-03,Utility-A,Plant-D,Supplier-Beta,Rear Bumper,Surface Damage,5,18727,14,South
2024-10-20,SUV-A,Plant-A,Supplier-Gamma,Rear Bumper,Crack,1,24617,17,West
2024-09-14,Offroad-A,Plant-A,Supplier-Alpha,Front Bumper,Noise,6,15383,8,North
2024-01-25,Utility-A,Plant-A,Supplier-Beta,Front Bumper,Fitment Issue,1,2354,13,East
2024-07-12,Offroad-A,Plant-C,Supplier-Alpha,Wheel Arch Cladding,Material Failure,4,13343,8,West
2024-10-20,SUV-B,Plant-A,Supplier-Beta,Rear Bumper,Fitment Issue,3,16918,13,South
2024-02-28,Utility-A,Plant-A,Supplier-Beta,Rear Bumper,Surface Damage,5,14816,17,South
2024-04-15,Offroad-A,Plant-C,Supplier-Gamma,Fender Cladding,Crack,7,12802,25,West
2024-01-07,Utility-A,Plant-A,Supplier-Beta,Front Bumper,Fitment Issue,2,5510,11,North
2024-06-25,SUV-A,Plant-A,Supplier-Delta,Fender Cladding,Noise,2,7218,34,North
2024-07-14,SUV-B,Plant-A,Supplier-Alpha,Rear Bumper,Surface Damage,6,23823,29,West
2024-12-29,SUV-B,Plant-B,Supplier-Delta,Front Bumper,Surface Damage,5,18286,12,East
2024-08-19,SUV-B,Plant-C,Supplier-Delta,Rear Bumper,Fitment Issue,1,8842,2,North
2024-10-23,Offroad-A,Plant-A,Supplier-Gamma,Door Trim,Surface Damage,5,21014,7,South
2024-07-20,Offroad-A,Plant-C,Supplier-Delta,Dashboard Panel,Material Failure,4,12802,12,West
2024-12-26,Offroad-A,Plant-D,Supplier-Gamma,Fender Cladding,Fitment Issue,1,19218,16,East
2024-08-07,SUV-B,Plant-D,Supplier-Alpha,Front Bumper,Fitment Issue,6,18401,31,South
2024-12-15,Utility-A,Plant-C,Supplier-Alpha,Front Bumper,Noise,4,24170,20,North
2024-10-06,Utility-A,Plant-A,Supplier-Gamma,Rear Bumper,Surface Damage,2,5280,15,South
2024-10-18,Offroad-A,Plant-C,Supplier-Beta,Rear Bumper,Noise,6,18543,14,West
2024-12-01,Utility-A,Plant-B,Supplier-Gamma,Wheel Arch Cladding,Surface Damage,7,6170,9,East
2024-10-03,Offroad-A,Plant-D,Supplier-Gamma,Wheel Arch Cladding,Fitment Issue,7,11901,17,West
2024-10-09,Utility-A,Plant-C,Supplier-Delta,Fender Cladding,Surface Damage,3,2675,19,South
2024-11-06,Utility-A,Plant-A,Supplier-Alpha,Front Bumper,Noise,4,2075,23,West
2024-03-25,SUV-B,Plant-A,Supplier-Alpha,Rear Bumper,Fitment Issue,5,5386,31,North
2024-08-06,Utility-A,Plant-D,Supplier-Alpha,Fender Cladding,Surface Damage,3,12451,34,South
2024-08-14,SUV-B,Plant-B,Supplier-Gamma,Front Bumper,Noise,2,18706,19,West
2024-11-10,SUV-A,Plant-D,Supplier-Gamma,Rear Bumper,Surface Damage,5,8430,28,South
2024-11-25,Utility-A,Plant-A,Supplier-Alpha,Wheel Arch Cladding,Noise,4,17620,1,East
2024-10-16,Utility-A,Plant-B,Supplier-Gamma,Front Bumper,Material Failure,5,8739,25,West
2024-02-21,SUV-B,Plant-C,Supplier-Alpha,Rear Bumper,Noise,3,15031,15,West
2024-05-21,SUV-B,Plant-D,Supplier-Delta,Fender Cladding,Crack,5,8506,19,West
2024-02-28,SUV-B,Plant-C,Supplier-Delta,Fender Cladding,Surface Damage,4,14535,21,North
2024-02-26,SUV-A,Plant-C,Supplier-Gamma,Door Trim,Crack,1,19065,34,East
2024-04-29,SUV-A,Plant-A,Supplier-Beta,Front Bumper,Material Failure,7,18128,18,East
2024-02-06,SUV-A,Plant-A,Supplier-Alpha,Fender Cladding,Noise,6,21639,6,East
2024-07-04,SUV-B,Plant-B,Supplier-Delta,Front Bumper,Fitment Issue,2,16060,11,North
2024-10-14,SUV-A,Plant-C,Supplier-Beta,Fender Cladding,Fitment Issue,2,15091,24,West
2024-10-02,Utility-A,Plant-B,Supplier-Delta,Front Bumper,Noise,3,6730,5,South
2024-05-05,Utility-A,Plant-B,Supplier-Alpha,Front Bumper,Material Failure,5,21543,9,North
2024-07-31,SUV-B,Plant-D,Supplier-Alpha,Front Bumper,Noise,7,10126,30,South
2024-12-02,Offroad-A,Plant-D,Supplier-Delta,Door Trim,Fitment Issue,5,7627,11,East
2024-07-07,Utility-A,Plant-A,Supplier-Gamma,Wheel Arch Cladding,Fitment Issue,4,23902,12,South
2024-07-03,SUV-A,Plant-C,Supplier-Alpha,Dashboard Panel,Fitment Issue,2,21256,20,North
2024-04-18,Offroad-A,Plant-B,Supplier-Beta,Front Bumper,Noise,2,2284,1,North
2024-02-21,Utility-A,Plant-C,Supplier-Beta,Wheel Arch Cladding,Material Failure,3,10488,32,North
2024-12-09,Utility-A,Plant-A,Supplier-Gamma,Dashboard Panel,Material Failure,2,4901,16,South
2024-12-06,Utility-A,Plant-C,Supplier-Delta,Wheel Arch Cladding,Material Failure,4,2138,10,South
2024-11-30,SUV-B,Plant-B,Supplier-Alpha,Wheel Arch Cladding,Fitment Issue,4,11597,9,North
2024-04-10,Offroad-A,Plant-B,Supplier-Alpha,Fender Cladding,Surface Damage,7,14138,21,North
2024-11-11,SUV-A,Plant-C,Supplier-Gamma,Rear Bumper,Noise,6,16246,35,South
2024-05-25,Utility-A,Plant-C,Supplier-Alpha,Dashboard Panel,Fitment Issue,6,20126,33,East
2024-07-23,SUV-A,Plant-C,Supplier-Alpha,Wheel Arch Cladding,Material Failure,2,21587,28,North
2024-06-23,SUV-B,Plant-B,Supplier-Beta,Front Bumper,Noise,3,10947,27,South
2024-08-18,SUV-A,Plant-B,Supplier-Beta,Rear Bumper,Material Failure,4,6828,19,North
2024-05-05,Offroad-A,Plant-D,Supplier-Delta,Fender Cladding,Crack,6,19864,26,West
2024-09-24,Offroad-A,Plant-B,Supplier-Beta,Door Trim,Fitment Issue,7,11460,10,East
2024-09-07,SUV-A,Plant-C,Supplier-Delta,Wheel Arch Cladding,Material Failure,3,17204,25,East
2024-12-23,SUV-A,Plant-B,Supplier-Beta,Wheel Arch Cladding,Crack,5,9286,1,West
2024-04-21,SUV-B,Plant-C,Supplier-Delta,Fender Cladding,Material Failure,2,23547,28,West
2024-02-09,Offroad-A,Plant-B,Supplier-Alpha,Front Bumper,Fitment Issue,5,20352,30,West
2024-08-05,Utility-A,Plant-B,Supplier-Alpha,Dashboard Panel,Surface Damage,5,13472,4,East
2024-08-23,SUV-A,Plant-C,Supplier-Beta,Dashboard Panel,Material Failure,7,13856,35,South
2024-07-10,Offroad-A,Plant-A,Supplier-Alpha,Dashboard Panel,Material Failure,2,3788,4,East
2024-10-01,SUV-B,Plant-D,Supplier-Delta,Front Bumper,Crack,5,16149,5,West
2024-03-27,Utility-A,Plant-B,Supplier-Gamma,Rear Bumper,Fitment Issue,2,16072,4,North
2024-08-27,Offroad-A,Plant-A,Supplier-Gamma,Rear Bumper,Material Failure,6,17341,19,West
2024-12-21,SUV-B,Plant-B,Supplier-Alpha,Front Bumper,Noise,7,13049,28,West
2024-06-03,Utility-A,Plant-B,Supplier-Alpha,Door Trim,Fitment Issue,3,7385,23,East
2024-06-28,Offroad-A,Plant-B,Supplier-Beta,Front Bumper,Crack,5,2347,2,West
2024-03-20,SUV-B,Plant-C,Supplier-Beta,Door Trim,Crack,5,4660,28,North
2024-01-07,SUV-A,Plant-B,Supplier-Delta,Fender Cladding,Crack,7,11004,11,North
2024-09-07,SUV-A,Plant-A,Supplier-Delta,Dashboard Panel,Fitment Issue,4,17542,30,West
2024-07-09,SUV-B,Plant-B,Supplier-Gamma,Door Trim,Fitment Issue,5,10724,22,West
2024-03-17,Utility-A,Plant-B,Supplier-Delta,Dashboard Panel,Material Failure,1,16632,17,North
2024-02-24,Offroad-A,Plant-B,Supplier-Alpha,Fender Cladding,Crack,6,11795,24,North
2024-07-22,Utility-A,Plant-C,Supplier-Alpha,Dashboard Panel,Crack,5,22196,22,North
2024-12-12,Offroad-A,Plant-C,Supplier-Beta,Dashboard Panel,Fitment Issue,5,20942,13,East
2024-06-07,Offroad-A,Plant-A,Supplier-Alpha,Wheel Arch Cladding,Fitment Issue,4,24149,26,South
2024-05-18,Utility-A,Plant-C,Supplier-Delta,Front Bumper,Noise,1,9192,19,East
2024-08-17,SUV-A,Plant-B,Supplier-Delta,Rear Bumper,Crack,3,21520,25,East
2024-11-17,SUV-A,Plant-C,Supplier-Beta,Wheel Arch Cladding,Fitment Issue,2,18637,19,South
2024-03-07,Offroad-A,Plant-D,Supplier-Delta,Rear Bumper,Fitment Issue,5,13170,31,East
2024-04-07,SUV-A,Plant-C,Supplier-Beta,Door Trim,Material Failure,3,4155,17,South
2024-04-23,SUV-A,Plant-B,Supplier-Alpha,Front Bumper,Crack,6,7927,26,West
2024-01-13,SUV-A,Plant-B,Supplier-Beta,Front Bumper,Noise,7,10255,8,West
2024-05-26,Utility-A,Plant-D,Supplier-Delta,Front Bumper,Fitment Issue,3,4646,12,North
2024-08-09,SUV-B,Plant-C,Supplier-Delta,Wheel Arch Cladding,Material Failure,2,24980,26,East
2024-01-21,SUV-B,Plant-B,Supplier-Gamma,Fender Cladding,Material Failure,2,2545,16,West
2024-08-02,SUV-A,Plant-C,Supplier-Beta,Door Trim,Surface Damage,3,24295,33,North
2024-05-23,SUV-A,Plant-C,Supplier-Delta,Wheel Arch Cladding,Crack,7,16845,17,North
2024-12-05,Utility-A,Plant-B,Supplier-Gamma,Wheel Arch Cladding,Material Failure,1,9037,5,South
2024-04-21,SUV-A,Plant-A,Supplier-Alpha,Fender Cladding,Noise,4,20272,4,East
2024-03-18,Offroad-A,Plant-C,Supplier-Alpha,Rear Bumper,Crack,3,23684,3,North
2024-06-02,SUV-B,Plant-D,Supplier-Alpha,Rear Bumper,Noise,6,6535,1,West
2024-03-26,Offroad-A,Plant-A,Supplier-Alpha,Front Bumper,Material Failure,6,8379,8,North
2024-12-26,Utility-A,Plant-A,Supplier-Alpha,Wheel Arch Cladding,Crack,2,17595,19,North
2024-03-16,SUV-A,Plant-C,Supplier-Beta,Fender Cladding,Material Failure,4,14942,26,West
2024-01-31,Utility-A,Plant-D,Supplier-Alpha,Fender Cladding,Material Failure,2,16690,1,South
2024-12-25,Utility-A,Plant-C,Supplier-Delta,Rear Bumper,Material Failure,7,9181,17,South
2024-11-19,SUV-A,Plant-B,Supplier-Delta,Fender Cladding,Fitment Issue,3,20108,28,West
2024-06-16,Offroad-A,Plant-B,Supplier-Alpha,Rear Bumper,Fitment Issue,4,22416,14,North
2024-10-09,Utility-A,Plant-A,Supplier-Alpha,Rear Bumper,Noise,2,9085,22,East
2024-12-14,SUV-A,Plant-D,Supplier-Gamma,Dashboard Panel,Fitment Issue,2,15669,11,South
2024-08-07,SUV-B,Plant-D,Supplier-Beta,Wheel Arch Cladding,Noise,6,6844,18,North
2024-09-28,SUV-B,Plant-A,Supplier-Delta,Dashboard Panel,Fitment Issue,1,23156,4,North
2024-07-18,SUV-A,Plant-C,Supplier-Delta,Door Trim,Material Failure,7,15855,32,West
2024-04-22,SUV-B,Plant-C,Supplier-Delta,Dashboard Panel,Fitment Issue,2,9681,15,South
2024-01-13,Utility-A,Plant-B,Supplier-Delta,Front Bumper,Surface Damage,7,8545,31,North
2024-02-29,SUV-A,Plant-C,Supplier-Alpha,Door Trim,Material Failure,5,7230,30,West
2024-11-30,SUV-A,Plant-C,Supplier-Alpha,Fender Cladding,Surface Damage,3,11465,14,West
2024-07-06,Utility-A,Plant-D,Supplier-Beta,Dashboard Panel,Material Failure,5,14120,14,East
2024-12-29,Utility-A,Plant-A,Supplier-Gamma,Door Trim,Fitment Issue,3,10299,21,West
2024-10-14,SUV-A,Plant-C,Supplier-Alpha,Door Trim,Crack,1,7455,17,West
2024-02-24,SUV-B,Plant-A,Supplier-Delta,Rear Bumper,Noise,3,10714,3,South
2024-08-30,Offroad-A,Plant-D,Supplier-Gamma,Wheel Arch Cladding,Material Failure,1,17879,20,South
2024-06-01,SUV-B,Plant-A,Supplier-Delta,Fender Cladding,Crack,6,5522,35,West
2024-06-17,SUV-B,Plant-B,Supplier-Beta,Front Bumper,Crack,6,14084,30,East
2024-10-08,Offroad-A,Plant-B,Supplier-Alpha,Rear Bumper,Fitment Issue,4,23819,34,North
2024-04-18,Utility-A,Plant-A,Supplier-Beta,Front Bumper,Material Failure,7,4255,6,West
2024-12-03,SUV-B,Plant-C,Supplier-Delta,Wheel Arch Cladding,Crack,5,19115,32,West
2024-02-05,SUV-A,Plant-C,Supplier-Alpha,Door Trim,Noise,6,14146,9,South
2024-07-30,SUV-B,Plant-C,Supplier-Alpha,Dashboard Panel,Surface Damage,7,3890,33,East
2024-12-18,Utility-A,Plant-D,Supplier-Alpha,Door Trim,Fitment Issue,5,11448,3,East
2024-12-05,SUV-A,Plant-A,Supplier-Alpha,Wheel Arch Cladding,Fitment Issue,1,13210,27,North
2024-05-10,Utility-A,Plant-B,Supplier-Beta,Fender Cladding,Fitment Issue,5,2060,32,South
2024-02-28,SUV-A,Plant-C,Supplier-Alpha,Rear Bumper,Noise,5,14984,9,South
2024-06-10,Utility-A,Plant-A,Supplier-Gamma,Door Trim,Fitment Issue,7,3824,24,West
2024-09-18,SUV-B,Plant-D,Supplier-Alpha,Dashboard Panel,Noise,1,4187,1,West
2024-06-07,Utility-A,Plant-B,Supplier-Delta,Wheel Arch Cladding,Crack,1,20889,17,East
2024-08-14,Offroad-A,Plant-D,Supplier-Beta,Rear Bumper,Material Failure,2,11398,16,West
2024-06-08,SUV-B,Plant-C,Supplier-Gamma,Rear Bumper,Crack,5,3003,9,East
2024-10-24,Utility-A,Plant-A,Supplier-Delta,Wheel Arch Cladding,Material Failure,5,7869,25,South
2024-11-08,SUV-B,Plant-A,Supplier-Alpha,Door Trim,Fitment Issue,4,18682,16,North
2024-11-24,Utility-A,Plant-D,Supplier-Delta,Fender Cladding,Crack,5,2496,16,North
2024-02-15,Utility-A,Plant-B,Supplier-Beta,Door Trim,Noise,1,9648,27,North
2024-12-09,SUV-B,Plant-B,Supplier-Beta,Door Trim,Fitment Issue,3,9518,6,East
2024-11-07,SUV-A,Plant-D,Supplier-Alpha,Door Trim,Crack,7,2222,5,East
2024-05-02,SUV-A,Plant-C,Supplier-Gamma,Dashboard Panel,Crack,7,15572,24,North
2024-08-01,Utility-A,Plant-B,Supplier-Beta,Door Trim,Noise,2,6945,24,South
2024-06-06,Offroad-A,Plant-A,Supplier-Beta,Dashboard Panel,Noise,1,19539,18,East
2024-06-12,Offroad-A,Plant-D,Supplier-Gamma,Dashboard Panel,Crack,3,21377,5,East
2024-10-08,Utility-A,Plant-C,Supplier-Alpha,Front Bumper,Noise,7,13027,4,South
2024-02-19,Utility-A,Plant-A,Supplier-Delta,Wheel Arch Cladding,Surface Damage,6,2027,35,West
2024-05-09,SUV-B,Plant-A,Supplier-Alpha,Fender Cladding,Surface Damage,6,16574,22,East
2024-12-27,Offroad-A,Plant-A,Supplier-Alpha,Dashboard Panel,Noise,5,10268,5,East
2024-12-29,SUV-B,Plant-A,Supplier-Delta,Fender Cladding,Crack,1,6258,35,North
2024-09-19,SUV-A,Plant-C,Supplier-Delta,Front Bumper,Noise,5,11105,6,North
2024-06-03,SUV-B,Plant-A,Supplier-Alpha,Fender Cladding,Noise,7,2416,13,West
2024-12-01,Utility-A,Plant-D,Supplier-Gamma,Front Bumper,Material Failure,4,8948,4,South
2024-10-31,SUV-B,Plant-D,Supplier-Delta,Front Bumper,Surface Damage,4,12467,33,North
2024-02-15,SUV-B,Plant-D,Supplier-Beta,Dashboard Panel,Fitment Issue,2,14424,34,East
2024-09-04,SUV-B,Plant-B,Supplier-Alpha,Fender Cladding,Fitment Issue,3,18921,9,North
2024-08-08,Utility-A,Plant-D,Supplier-Beta,Fender Cladding,Fitment Issue,1,13264,15,West
2024-07-31,Utility-A,Plant-D,Supplier-Beta,Door Trim,Noise,7,16423,20,North
2024-11-16,Offroad-A,Plant-A,Supplier-Delta,Dashboard Panel,Fitment Issue,2,22125,15,East
2024-01-02,SUV-B,Plant-A,Supplier-Gamma,Front Bumper,Material Failure,7,16571,1,East
2024-07-24,SUV-A,Plant-C,Supplier-Beta,Rear Bumper,Noise,5,18634,10,West
2024-08-17,SUV-B,Plant-C,Supplier-Alpha,Wheel Arch Cladding,Crack,1,13662,10,West
2024-11-30,SUV-A,Plant-D,Supplier-Delta,Door Trim,Crack,1,15404,5,West
2024-07-10,Offroad-A,Plant-D,Supplier-Beta,Dashboard Panel,Noise,5,16657,17,East
2024-11-15,SUV-B,Plant-C,Supplier-Alpha,Front Bumper,Surface Damage,2,9694,13,North
2024-12-21,SUV-A,Plant-B,Supplier-Alpha,Dashboard Panel,Surface Damage,2,11826,4,North
2024-09-09,SUV-B,Plant-D,Supplier-Alpha,Door Trim,Crack,4,23257,20,North
2024-11-11,SUV-B,Plant-D,Supplier-Beta,Door Trim,Fitment Issue,1,23657,15,South
2024-03-29,Offroad-A,Plant-A,Supplier-Gamma,Dashboard Panel,Material Failure,2,14705,35,North
2024-01-15,SUV-A,Plant-A,Supplier-Beta,Dashboard Panel,Noise,1,3721,23,West
2024-06-13,SUV-A,Plant-D,Supplier-Gamma,Wheel Arch Cladding,Material Failure,4,15376,31,South
2024-09-18,Utility-A,Plant-B,Supplier-Gamma,Fender Cladding,Material Failure,3,20882,15,East
2024-02-14,SUV-A,Plant-B,Supplier-Delta,Fender Cladding,Material Failure,3,17340,15,East
2024-11-27,SUV-B,Plant-C,Supplier-Delta,Dashboard Panel,Noise,7,17913,28,South
2024-06-28,Offroad-A,Plant-B,Supplier-Gamma,Wheel Arch Cladding,Fitment Issue,4,17489,28,East
2024-04-15,Utility-A,Plant-B,Supplier-Beta,Dashboard Panel,Noise,6,11517,12,East
2024-11-17,Utility-A,Plant-C,Supplier-Gamma,Door Trim,Crack,1,18744,25,South
2024-05-27,SUV-B,Plant-B,Supplier-Gamma,Front Bumper,Fitment Issue,7,7368,32,South
2024-07-08,Offroad-A,Plant-C,Supplier-Gamma,Fender Cladding,Crack,2,4131,5,West
2024-05-08,Utility-A,Plant-A,Supplier-Alpha,Rear Bumper,Material Failure,2,23689,31,West
2024-12-13,Offroad-A,Plant-C,Supplier-Gamma,Dashboard Panel,Fitment Issue,6,14097,31,North
2024-07-23,SUV-A,Plant-D,Supplier-Alpha,Dashboard Panel,Material Failure,6,7990,28,North
2024-01-30,Utility-A,Plant-B,Supplier-Gamma,Front Bumper,Crack,5,12709,13,South
2024-01-10,Utility-A,Plant-B,Supplier-Beta,Door Trim,Noise,6,16165,29,West
2024-04-18,Offroad-A,Plant-C,Supplier-Delta,Rear Bumper,Fitment Issue,2,16539,28,South
2024-05-29,Utility-A,Plant-D,Supplier-Delta,Front Bumper,Material Failure,1,5821,13,South
2024-10-11,SUV-A,Plant-B,Supplier-Alpha,Wheel Arch Cladding,Surface Damage,1,24509,19,South
2024-11-20,Utility-A,Plant-A,Supplier-Gamma,Rear Bumper,Material Failure,7,3163,17,South
2024-05-18,SUV-B,Plant-C,Supplier-Beta,Dashboard Panel,Crack,4,11837,14,North
2024-06-02,Utility-A,Plant-D,Supplier-Alpha,Door Trim,Crack,5,2894,15,South
2024-05-26,SUV-B,Plant-C,Supplier-Beta,Dashboard Panel,Noise,2,7108,31,East
2024-02-05,Utility-A,Plant-B,Supplier-Gamma,Rear Bumper,Fitment Issue,7,2827,20,North
2024-07-02,Utility-A,Plant-B,Supplier-Delta,Wheel Arch Cladding,Surface Damage,1,8111,3,East
2024-09-21,Utility-A,Plant-B,Supplier-Gamma,Fender Cladding,Crack,1,12595,30,West
2024-05-14,Offroad-A,Plant-C,Supplier-Gamma,Fender Cladding,Fitment Issue,3,18013,8,North
2024-01-18,Utility-A,Plant-D,Supplier-Gamma,Dashboard Panel,Surface Damage,1,6315,24,East
2024-05-16,Utility-A,Plant-C,Supplier-Delta,Fender Cladding,Noise,7,14288,21,East
2024-07-16,SUV-A,Plant-B,Supplier-Delta,Wheel Arch Cladding,Fitment Issue,6,23641,28,South
2024-02-14,SUV-A,Plant-C,Supplier-Alpha,Dashboard Panel,Material Failure,5,11430,23,South
2024-03-19,SUV-B,Plant-A,Supplier-Alpha,Front Bumper,Surface Damage,2,14238,8,North
2024-03-27,Offroad-A,Plant-D,Supplier-Alpha,Wheel Arch Cladding,Material Failure,3,8708,9,North
2024-07-27,SUV-A,Plant-B,Supplier-Delta,Rear Bumper,Material Failure,1,11596,14,South
2024-08-11,SUV-A,Plant-C,Supplier-Delta,Front Bumper,Surface Damage,5,23127,20,East
2024-09-09,Offroad-A,Plant-A,Supplier-Gamma,Fender Cladding,Material Failure,4,3427,31,North
2024-06-08,SUV-B,Plant-B,Supplier-Gamma,Dashboard Panel,Surface Damage,2,15162,12,North
2024-08-16,Utility-A,Plant-C,Supplier-Beta,Wheel Arch Cladding,Material Failure,7,7148,19,South
2024-07-13,Utility-A,Plant-B,Supplier-Beta,Door Trim,Noise,4,16209,24,South
2024-05-23,Utility-A,Plant-D,Supplier-Alpha,Fender Cladding,Noise,5,21495,8,North
2024-05-09,SUV-A,Plant-B,Supplier-Gamma,Door Trim,Fitment Issue,4,21368,22,East
2024-02-10,SUV-A,Plant-B,Supplier-Gamma,Dashboard Panel,Material Failure,6,13698,28,North
2024-06-27,Offroad-A,Plant-D,Supplier-Beta,Front Bumper,Noise,2,22430,28,South
2024-01-14,Offroad-A,Plant-C,Supplier-Alpha,Fender Cladding,Noise,5,9732,20,North
2024-08-19,Utility-A,Plant-A,Supplier-Gamma,Dashboard Panel,Noise,1,9491,35,North
2024-01-27,Utility-A,Plant-A,Supplier-Beta,Wheel Arch Cladding,Crack,4,9948,23,East
2024-12-02,Utility-A,Plant-D,Supplier-Alpha,Door Trim,Material Failure,3,18027,27,North
2024-11-24,SUV-A,Plant-B,Supplier-Alpha,Wheel Arch Cladding,Fitment Issue,4,6087,6,East
2024-01-10,Utility-A,Plant-C,Supplier-Alpha,Fender Cladding,Noise,5,18679,18,South
2024-12-14,SUV-A,Plant-C,Supplier-Beta,Wheel Arch Cladding,Surface Damage,3,4510,32,West
2024-03-25,Utility-A,Plant-D,Supplier-Gamma,Fender Cladding,Crack,7,15117,35,South
2024-12-22,Offroad-A,Plant-C,Supplier-Beta,Rear Bumper,Material Failure,7,2288,19,North
2024-01-02,Offroad-A,Plant-A,Supplier-Gamma,Wheel Arch Cladding,Fitment Issue,7,16576,25,South
2024-07-25,SUV-A,Plant-C,Supplier-Gamma,Rear Bumper,Noise,5,12443,9,West
2024-03-29,Utility-A,Plant-B,Supplier-Gamma,Door Trim,Surface Damage,5,15085,1,South
2024-04-30,Utility-A,Plant-C,Supplier-Delta,Dashboard Panel,Crack,3,18579,6,North
2024-01-30,Offroad-A,Plant-D,Supplier-Delta,Wheel Arch Cladding,Surface Damage,7,19958,18,North
2024-01-09,SUV-A,Plant-D,Supplier-Delta,Wheel Arch Cladding,Surface Damage,5,14907,16,North
2024-05-08,Offroad-A,Plant-A,Supplier-Alpha,Door Trim,Crack,3,21311,11,South
2024-11-07,SUV-A,Plant-A,Supplier-Gamma,Wheel Arch Cladding,Surface Damage,1,11681,18,West
2024-11-07,SUV-A,Plant-A,Supplier-Alpha,Fender Cladding,Noise,5,16990,22,East
2024-07-22,Offroad-A,Plant-A,Supplier-Beta,Rear Bumper,Crack,1,10752,13,West
2024-11-12,SUV-B,Plant-C,Supplier-Gamma,Front Bumper,Material Failure,2,22897,9,West
2024-10-27,Utility-A,Plant-C,Supplier-Delta,Fender Cladding,Crack,4,2214,33,West
2024-05-17,SUV-A,Plant-D,Supplier-Beta,Front Bumper,Fitment Issue,1,7602,6,South
2024-05-24,Utility-A,Plant-D,Supplier-Delta,Door Trim,Noise,4,10388,29,South
2024-06-22,Utility-A,Plant-A,Supplier-Beta,Door Trim,Material Failure,3,12176,31,West
2024-02-18,Utility-A,Plant-C,Supplier-Gamma,Wheel Arch Cladding,Noise,2,20569,34,West
2024-08-30,Utility-A,Plant-B,Supplier-Gamma,Fender Cladding,Noise,3,8734,18,East
2024-03-30,SUV-B,Plant-A,Supplier-Alpha,Dashboard Panel,Crack,5,21935,19,West
2024-04-09,SUV-B,Plant-A,Supplier-Delta,Front Bumper,Material Failure,6,24313,16,East
